"address","business_id","categories","city","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"9030 Albemarle Rd, Ste A","Zz2mnwTqMuzXARWG71uAWA","Mobile Phones, Shopping","Charlotte",True,"35","-81","T-Mobile","28227","3","3","NC"
"14815 Ballantyne Village Way, Ste 100","6KaNwyNWHFhZlBEV8s6HSw","Beauty & Spas, Hair Salons, Men's Hair Salons, Barbers","Charlotte",True,"35","-81","Shear Excellence, a men's salon","28277","37","5","NC"
"3507 David Cox Rd, Ste B","PpyM9QsDbpx4mOaUeOll4w","Restaurants, Mexican","Charlotte",True,"35","-81","Fiesta Maya","28269","87","4","NC"
"5716 Wyalong Dr, Ste J","8sc54J7nUdGD3kNXS4-XPQ","Ice Cream & Frozen Yogurt, Food","Charlotte",False,"35","-81","Aloha Snow","28227","6","5","NC"
"3600 N Sharon Amity Rd","KpfkZigNjGrM0rt-WCIVxw","Food, Grocery","Charlotte",True,"35","-81","Compare Foods","28212","7","4","NC"
"210 E Trade St","viVCjr7tlwVgHkUoN0pcsQ","Ice Cream & Frozen Yogurt, Food","Charlotte",False,"35","-81","Cold Stone Creamery","28202","8","4","NC"
"1524 E Morehead St","rijrWhUofYDNdL8QUzcbnQ","Doctors, Health & Medical, Endocrinologists, Obstetricians & Gynecologists","Charlotte",True,"35","-81","Reproductive Endocrinology Associates of Charlotte","28207","4","1","NC"
"4421 Sharon Rd, Ste 100","z8ELN66GLF1M7vhfx3BdhA","Doctors, Health & Medical, Weight Loss Centers, Chiropractors, Pediatricians","Charlotte",True,"35","-81","Queen City Health Center","28211","7","4","NC"
"9854 Monroe Rd","B-GtKOG2x8NaIAwPl-sEmg","Nail Salons, Beauty & Spas","Charlotte",True,"35","-81","Ruby Nails Spa","28270","10","3","NC"
NULL,"0qPnl-4ZQgM7yr0eAON09g","Home Cleaning, Office Cleaning, Home Services, Professional Services","Charlotte",True,"35","-81","Sparkling Clean Maid","28227","39","5","NC"
"5501 Josh Birmingham Pkwy","FQtgz9okanZTIPDMmCkniQ","Nightlife, Bars, Lounges","Charlotte",True,"35","-81","Red Star Lounge","28208","4","4","NC"
NULL,"Z9MTDV1lXLXugw6lIrZmiQ","Landscaping, Gardeners, Home Services, Tree Services","Charlotte",True,"35","-81","Kale Lawn Care","28277","7","3","NC"
NULL,"iPPEWNLNEPCo37hdvmDbUQ","Dog Walkers, Pet Transportation, Pets, Pet Services, Pet Sitting","Charlotte",True,"35","-81","Pooch Ventures North Carolina","28204","4","5","NC"
"8640 University City Blvd, Ste A10","CGRWBy7aVNEdEW5Hv11QjQ","Beauty & Spas, Nail Salons","Charlotte",True,"35","-81","Vogue Nail & Spa","28213","56","3","NC"
"11020 S Tryon St, Ste 406","mGqN2mUUtzk95eg7LzMFnQ","Accountants, Professional Services","Charlotte",True,"35","-81","Carol A Reithmiller, CPA PLLC","28273","4","4","NC"
"904 Summit Walk Dr","zvowmGE0NdiozsL0zEFF3g","Home Services, Local Services, Landscaping, Pest Control, Gardeners","Charlotte",True,"35","-81","Grass Gatorz","28210","5","4","NC"
"5920 Highland Shoppes Dr, Unit 105","kG6znMX9VLGHaLmV5e84mQ","Restaurants, New Mexican Cuisine","Charlotte",True,"35","-81","Salsarita's Fresh Mexican Grill","28269","9","3","NC"
"1533 S Blvd","TTrYd662CZFRPaiwl-sUqA","Drugstores, Shopping","Charlotte",True,"35","-81","CVS Pharmacy","28203","26","3","NC"
NULL,"B4sC2mgxKC6XzKPtaGHszQ","Pet Sitting, Pet Services, Dog Walkers, Pets","Charlotte",True,"35","-81","Oh My Paw, LLC","28105","3","5","NC"
"9755 Northlake Centre Pkwy","lT4Pk8JQ7X8whOvjy6liTw","Outdoor Gear, Sports Wear, Sporting Goods, Bikes, Fashion, Shopping","Charlotte",True,"35","-81","REI","28216","30","5","NC"
"8800 E W T Harris Blvd","d-2vPt8malOKMLEhzpSS7Q","Department Stores, Photographers, Computers, Food, Grocery, Event Planning & Services, Electronics, Fashion, Drugstores, Discount Store, Shopping","Charlotte",True,"35","-81","Walmart Neighborhood Market","28227","9","4","NC"
"2820 Selwyn Ave, Ste 280","BqDuLTp9umPxh3AQtiOTbA","Cosmetic Dentists, Health & Medical, Dentists, General Dentistry, Pediatric Dentists","Charlotte",True,"35","-81","Tranquil Family Dentistry","28209","25","4","NC"
"8410 Rea Rd","EbLPjFydX0g4E-nuEcSsEA","Food, Shopping, Farmers Market","Charlotte",True,"35","-81","Farmers Market At the Village At Robinson Farms","28277","4","5","NC"
"2408 South Blvd","5pHB894BWcgFQ2lEAPHA5A","Shoe Stores, Shopping, Fashion, Accessories","Charlotte",True,"35","-81","Off Broadway Shoes","28203","27","4","NC"
"1816 West Pointe Dr","nX7rK3lLjcEryscNvOJrLg","Local Services, Couriers & Delivery Services","Charlotte",True,"35","-81","Lasership","28214","11","1","NC"
"5581 Josh Birmingham Pkwy","xGNqXa_CzWFpk_-ISR71Ow","Shopping, Cosmetics & Beauty Supply, Beauty & Spas","Charlotte",True,"35","-81","M.A.C. Cosmetics","28208","3","2","NC"
"15720 Brixham Hill Ave, Ste 300","C1iRp1LJaSNgP8BBw4nUxQ","Home Services, Contractors, Waterproofing","Charlotte",True,"35","-81","Carolina Crawlspace Pros","28277","3","4","NC"
"1800 East Blvd","eaujQLGBXO6Dzd03nGgvbA","Traffic Ticketing Law, Divorce & Family Law, Bankruptcy Law, Professional Services, Lawyers, Personal Injury Law, DUI Law, Criminal Defense Law","Charlotte",True,"35","-81","RTS Law Group","28203","5","5","NC"
"8520 University Exec Park Drive","MpMr3y6Lq0NZae5IQB4h2Q","Hotels, Venues & Event Spaces, Event Planning & Services, Restaurants, Hotels & Travel","Charlotte",True,"35","-81","Holiday Inn Charlotte University","28262","24","4","NC"
"9211 N Tryon, Ste 1","A9FbXr-WzeMfzUQL_QkHkw","Thai, Restaurants","Charlotte",True,"35","-81","Moon River Thai Bistro","28262","12","5","NC"
"206 S Sharon Amity Rd","6EcigOb8jR8rzFMjHZaqmw","Pets, Veterinarians","Charlotte",True,"35","-81","Banfield Pet Hospital","28211","13","3","NC"
"4325 Park Rd, Ste 308","PqnGRNZ8E587iEasyknWRw","Gluten-Free, Food, Vegetarian, Live/Raw Food, Salad, Juice Bars & Smoothies, Restaurants","Charlotte",True,"35","-81","Juice Bar","28209","46","4","NC"
"7910 Rea Rd","UNYRVLwSAasKUbehp4X_fw","Caterers, Event Planning & Services, Fast Food, Chicken Wings, Restaurants","Charlotte",True,"35","-81","Chick-fil-A","28277","43","4","NC"
"8615 Hankins Rd","6ioaf16PiM-QLyNFDEKlAQ","Hotels & Travel, Hotels, Event Planning & Services","Charlotte",True,"35","-81","Suburban Extended Stay Hotel","28269","11","2","NC"
"5801 N Sharon Amity Rd","hlNM1xWuUymG5AVbFno3qw","Fast Food, Burgers, Restaurants","Charlotte",True,"35","-81","Wendy's","28215","6","2","NC"
"3124 Eastway Dr, Ste 510","eQo4kIwIWJbAnfXYl3k5BA","Italian, Restaurants, Pizza","Charlotte",True,"35","-81","Portofino's Italian Restaurant & Pizzeria","28205","157","4","NC"
"8815 Crump Rd","ezRz4SjoeqlmyJ4QDu2_cw","Transportation, Public Transportation, Hotels & Travel","Charlotte",True,"35","-81","Sharon Road West Lynx Station","28273","3","4","NC"
"7323 E Independence Blvd, Ste 25","ED-8gDGV4qteencl0Y_pKQ","Burgers, Restaurants, Delis, Sandwiches","Charlotte",True,"35","-81","American Deli","28227","9","3","NC"
"2019 Canterwood Dr","lKtQrnXVFWi8yZ8-E-g_KQ","Home Cleaning, Home Services","Charlotte",True,"35","-81","NLG Cleaning","28213","4","4","NC"
"1318 Central Ave, Ste A1","23yAedX4XtlbE9OagWZHZg","Beauty & Spas, Hair Salons, Hair Stylists","Charlotte",True,"35","-81","Bohemian Style House","28205","6","5","NC"
"3415 Toringdon Way","qg0NWVUNFUG7fiviqzBZbg","American (Traditional), Restaurants, Burgers","Charlotte",True,"35","-81","Red Robin Gourmet Burgers","28277","132","3","NC"
"7926 Forest Pine Drive","h1-mlrPVWoq07jMXs4Puhg","Hotels, Hotels & Travel, Event Planning & Services","Charlotte",True,"35","-81","MainStay Suites Charlotte Arrowood","28273","7","2","NC"
"2712 Freedom Dr, Ste A","0MWdg8aiQgcaYdwsko_doA","Chinese, Restaurants","Charlotte",True,"35","-81","China Bowl Express","28208","15","5","NC"
"401 Providence Rd","HDv-KchmLSlRr5MXxRkNqQ","Restaurants, Chinese, Sushi Bars","Charlotte",True,"35","-81","Ginbu 401","28207","185","4","NC"
"7700 Arboretum Dr","WCJ4dMlBJhj0Q2if90lWvw","Home Services, Real Estate, Apartments","Charlotte",True,"35","-81","The Arboretum Apartments","28270","4","3","NC"
"9500 Statesville Rd","5BPzIP7Mk7p-Nj0-8GYKIg","Home Services, Real Estate, Property Management","Charlotte",True,"35","-81","Cedar Management Group","28269","17","2","NC"
"3145 N Sharon Amity Rd, Ste A","fPmPROBqVT8-D-aTc6VBEQ","Juice Bars & Smoothies, Restaurants, Hookah Bars, Falafel, Arts & Entertainment, Food, Mediterranean, Bars, Nightlife","Charlotte",True,"35","-81","Al-basha Mediterranean Grill & Hookah","28205","46","5","NC"
"1420 S Mint St, Ste M","wqMG5ES_tiGJ8jy0Zody0w","Pet Services, Pet Sitting, Pets","Charlotte",False,"35","-81","Wags and Whiskers","28203","3","4","NC"
"6324 Fairview Rd, Ste 115","veL0Ch7vBr20a3ieiDHsug","Hair Salons, Hair Stylists, Beauty & Spas","Charlotte",True,"35","-81","One: The Salon","28210","3","5","NC"
"5601 South Blvd","zdoiA0CuVX_90K3ccYCdIQ","Food, American (New), Latin American, Restaurants","Charlotte",True,"35","-81","Morazan","28210","9","5","NC"
"227 W 4th Street","mLZCWC-hGkRF09K3zg_COg","Pressure Washers, Home Services, Gutter Services, Contractors, Window Washing","Charlotte",True,"35","-81","Big Clean HQ Pressure Washing","28202","28","5","NC"
NULL,"ZI4KFrtnN6ZGZpzxEojAEg","Banks & Credit Unions, Financial Services","Charlotte",False,"35","-81","Wachovia Customer Service","28253","3","3","NC"
"8338 Pineville Matthews Rd","hW6f9oaAHfELG_e0Ebt5Rw","Restaurants, Steakhouses","Charlotte",True,"35","-81","Outback Steakhouse","28226","95","3","NC"
"1111 Central Ave, Ste 210","Lq74Hq_PAjLriOVuS9J39A","Beauty & Spas, Hair Salons","Charlotte",True,"35","-81","Illuminate Salon","28204","8","5","NC"
"516 E 15th St","rIb7o-Ia2LKNcsfy3CYLJA","Hair Salons, Hair Stylists, Session Photography, Beauty & Spas, Photographers, Event Photography, Event Planning & Services","Charlotte",True,"35","-81","Mirror Bomb Studio","28206","5","4","NC"
"2823 Selwyn Ave","rFzyqi3WIMIfhuXDPfE7cA","Art Galleries, Shopping, Arts & Entertainment","Charlotte",True,"35","-81","Shain Gallery","28209","4","5","NC"
"3010 Baucom Rd, Ste 200","T6KsI-2t4k_oKypf-RnkPA","Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Periodontists","Charlotte",True,"35","-81","Mallard Creek Family Dentistry","28269","3","4","NC"
"4123 Park Rd","uHlbMmPXwDA81CnyvsrFgA","Barbers, Beauty & Spas","Charlotte",False,"35","-81","Modern Haircutters","28209","3","4","NC"
"200 S Tryon St","8ighogZ3nMpwdMiAXrS3EQ","American (New), Food, Coffee & Tea, Restaurants, Sandwiches","Charlotte",False,"35","-81","Blynk Organic","28202","21","4","NC"
"1722 East Blvd","LBpfHl4wjpCE3ObVLDRSzA","Beauty & Spas, Hair Salons, Day Spas, Hair Removal, Waxing, Nail Salons","Charlotte",True,"35","-81","All About You Salon & Day Spa","28203","17","5","NC"
"1819 Sardis Rd N","niZOhId_f_8eOB3Kt_xUSA","Mobile Phones, Shopping","Charlotte",True,"35","-81","T-Mobile","28270","6","3","NC"
"4450 The Plaza, Ste E","13eX63udIlRK8NNF0EnwAQ","Hot Dogs, American (Traditional), Burgers, Greek, Restaurants","Charlotte",False,"35","-81","Big City Grill","28215","4","5","NC"
"2516 Central Ave","C_5r0s5IXQsLR29Dgg129g","Health & Medical, Shopping, Drugstores","Charlotte",True,"35","-81","Giant Genie Pharmacy","28205","3","4","NC"
"4400 Sharon Rd, Unit G34","AFgCl2u7ivklnzOntczEOw","Shopping, Jewelry","Charlotte",True,"35","-81","Jared's The Galleria","28211","3","4","NC"
"3230 Prosperity Church Rd, Ste 101","fiLO5GFk9GnxZ1Po6936ng","Beauty & Spas, Health & Medical, Medical Spas, Optometrists","Charlotte",True,"35","-81","Carolinas Eye Center & Med Spa","28269","8","4","NC"
"1315 Pecan Ave","Qu4PCsCUZm2ov4U5e7JcVA","Auto Repair, Automotive","Charlotte",True,"35","-81","Providence Auto Repair Inc","28205","4","5","NC"
"901-A E 4th St","eLzcyCNfU5NVKXT0omi8cQ","Restaurants, Cafes","Charlotte",False,"35","-81","Cluck N Cup","28204","37","4","NC"
"333 W Trade St, Ste 101","2j78b8m1w4Sr2GVGCzFBtQ","Tacos, Salad, Mexican, Restaurants, Nightlife, Bars, Cocktail Bars","Charlotte",True,"35","-81","Que Onda Tacos + Tequila","28202","213","4","NC"
"123 Eway Dr","uWamLPJk6tZgZjXOrNfFkg","American (Traditional), Fish & Chips, Seafood, Fast Food, Restaurants","Charlotte",True,"35","-81","Captain D's","28213","4","2","NC"
"4400 Sharon Rd, Ste L07","Lr_a-pMRuTjhe6NSsLBotA","Fashion, Accessories, Shopping, Jewelry","Charlotte",True,"35","-81","Brighton Collectibles","28211","3","5","NC"
"1300 W Morehead St","R9-RNZUg96UOoKpiyO1tbA","Real Estate, Home Services, Real Estate Services, Property Management, Real Estate Agents","Charlotte",True,"35","-81","Charlotte Home Investments","28208","3","1","NC"
"6832 Matthews-Mint Hill Rd, Ste 301","ficChU7nZnE-ytUwKjEVlQ","Florists, Chocolatiers & Shops, Food, Specialty Food, Flowers & Gifts, Gift Shops, Shopping","Charlotte",True,"35","-81","Edible Arrangements","28227","8","2","NC"
"2909 Selwyn Ave","UQskW_QxF4kKyMh5Fpmn9A","Women's Clothing, Fashion, Shopping, Bridal, Event Planning & Services, Wedding Planning","Charlotte",True,"35","-81","Winnie Couture","28209","19","5","NC"
"3440 Wilkinson Blvd","eZTOxcsFy61CjaMDaj9-1g","Health & Medical, Shopping, Drugstores, Pharmacy","Charlotte",True,"35","-81","CVS Pharmacy","28208","7","4","NC"
"2907 Providence Rd, Ste 101 Bldg A","GSocTW7IhePDXOt4YDs9nw","Food, Juice Bars & Smoothies","Charlotte",True,"35","-81","Juice Bar Providence Plaza","28211","25","4","NC"
"1219 Mt Holly Huntersville Rd","b48egS-rAo1DhY-W5PfVmg","Home Services, Heating & Air Conditioning/HVAC","Charlotte",True,"35","-81","Charles In Charge Heating and Air Conditioning","28214","3","4","NC"
"2401 South Blvd","WRIoO5zLgmNVxhQEythpZQ","Oil Change Stations, Automotive","Charlotte",True,"35","-81","Valvoline Instant Oil Change","28203","23","4","NC"
"9710 Monroe Rd.","BvW3YB5bAtwjlX39AaQu-A","Gas Stations, Oil Change Stations, Automotive, Transmission Repair, Tires, Auto Repair","Charlotte",True,"35","-81","Jiffy Lube","28270","15","5","NC"
"6836 Morrison Blvd, Ste 202","E1QNKfu-8ILBcpJqzg-7Uw","Cosmetic Dentists, Oral Surgeons, Periodontists, Health & Medical, Dentists, General Dentistry","Charlotte",True,"35","-81","Robert A. Lowe, DDS","28211","3","5","NC"
"2107 South Blvd","QlIW78umKyE5d0BLpPh1-w","Food, Ice Cream & Frozen Yogurt, Restaurants, Burgers","Charlotte",True,"35","-81","Mr. K's Soft Ice Cream & Drive In","28203","148","4","NC"
NULL,"aWB5vUKZ3lv4xbqiym65aA","Beauty & Spas, Photographers, Event Photography, Event Planning & Services, Session Photography, Makeup Artists","Charlotte",True,"35","-81","Kat Loera Photography","28277","4","5","NC"
"1200 The Plz, Ste A-1","wrGhueHt5dP3aCTWfhfERQ","Shopping, Skate Shops, Sporting Goods","Charlotte",True,"35","-81","Armada Skate Shop","28205","3","5","NC"
"3130 Driwood Ct, Unit A","pVymzMIspiO1u-oR2G6FRg","Sandwiches, Beer, Wine & Spirits, Steakhouses, Food, American (Traditional), Restaurants, Cafes, Cajun/Creole, Salad","Charlotte",False,"35","-81","Kasper's Grill","28269","25","4","NC"
"9870 Rea Rd","o-EO99A96hi35vH6XjqcHQ","Drugstores, Shopping, Department Stores, Women's Clothing, Fashion, Men's Clothing","Charlotte",True,"35","-81","Target","28277","17","4","NC"
"3913 W Sugar Creek Rd","13a_gYa8C-DxQulu7Cuk5Q","Flowers & Gifts, Shopping, Florists","Charlotte",True,"35","-81","L & D Flowers of Elegance","28269","5","2","NC"
"10700 Kettering Dr, Ste C","vwNHZXY0nGGbxZZLwoUC4Q","Hair Salons, Beauty & Spas","Charlotte",True,"35","-81","Vida Salon","28226","3","5","NC"
"2729 South Blvd, Ste D","rZpESBojl8dTTWp6EwlEBQ","Restaurants, Seafood, Cocktail Bars, American (Traditional), Nightlife, Bars","Charlotte",True,"35","-81","The Waterman Fish Bar","28209","28","4","NC"
"13557 Steelecroft Pkwy, Ste 2100","spoMsXMd5mBPgaavjNIOXA","Health & Medical, Doctors, Obstetricians & Gynecologists","Charlotte",True,"35","-81","Providence Ob/Gyn","28278","7","5","NC"
"532 Governor Morrison St, Ste 120","v6HCz9ZigW8DhpACBhkXDg","Beauty & Spas, Day Spas, Skin Care","Charlotte",True,"35","-81","MudbuM - SouthPark","28211","21","5","NC"
"809 E Arrowood Rd","nNz_7luh2aD1_U9N3tJUMA","Chinese, Restaurants","Charlotte",True,"35","-81","Fortune Garden","28217","22","4","NC"
"230 E W T Harris Blvd","Jd9gsxL6ZB8jrc0qKF7gIg","Local Services, Dry Cleaning & Laundry, Dry Cleaning, Laundry Services","Charlotte",True,"35","-81","Grande Promenade Dry Cleaners","28262","3","3","NC"
"6211 Albemarle Rd","GwlA40fmsu6ylW7cDuONyw","Auto Repair, Automotive","Charlotte",True,"35","-81","Brake Muffler Express","28212","6","5","NC"
"2324-A Distribution St","mNumh4jWJePi6nfFsQPo6Q","Home & Garden, Shopping, Kitchen & Bath, Home Services","Charlotte",True,"35","-81","Charlotte Grill Company","28203","5","5","NC"
"520 W 5th St, Ste 103","T6bJfUATnSnvMaS4rR-1Cw","Auto Insurance, Home & Rental Insurance, Financial Services, Insurance","Charlotte",True,"35","-81","Jake Fulkerson - State Farm Insurance Agent","28202","4","5","NC"
"8152 S Tryon St, Ste E","fFjcz3U6YTXgOel9zOJ-8g","Beauty & Spas, Nail Salons, Hair Removal, Waxing","Charlotte",True,"35","-81","T Nails & Spa","28273","36","4","NC"
"3625 Mount Holly Huntersville Rd, Ste 401","lgvJE2srB4IPItY_MN12UA","Nail Salons, Beauty & Spas","Charlotte",True,"35","-81","Upscale Nails","28216","9","3","NC"
"2034 Ayrsley Town Blvd","LfdFFegcgeoZZfcpdx_kLA","Nail Salons, Beauty & Spas, Hair Removal, Nail Technicians","Charlotte",True,"35","-81","Zoe Nails","28273","3","4","NC"
"4300 Congress St","BmQk1ziIyRTBa3N8QmztsA","Nightlife, Cocktail Bars, Restaurants, Steakhouses, American (New), Beer, Wine & Spirits, American (Traditional), Wine Bars, Bars, Food, Breakfast & Brunch","Charlotte",True,"35","-81","SouthPark Grill","28209","48","4","NC"
"5401 South Blvd Ste 14","OaDvAh9jS3cgN4t7wP_WXg","Pet Training, Pet Services, Pets, Pet Stores, Pet Groomers, Pet Sitting","Charlotte",True,"35","-81","PetSmart","28217","22","4","NC"
"1235 E Blvd","TFzdiAKlWdTteocfwglHVw","Shopping, Arts & Crafts, Hobby Shops","Charlotte",True,"35","-81","Charlotte Yarn","28203","9","5","NC"
"8425 Northlake Commons Blvd","4IC_YDaAHeCEm3DJ8FOqdw","Food, Restaurants, Burgers, American (Traditional)","Charlotte",True,"35","-81","Red Robin Gourmet Burgers","28216","87","3","NC"
"1520 South Blvd","82hYL5WPQpvxg8ekDsB83A","Seafood, Restaurants, Italian","Charlotte",False,"35","-81","Carrabba's Italian Grill","28203","82","3","NC"
"2745 Freedom Dr","h7Lc-poURE-WgcUM4DffwA","Burgers, Food, Fast Food, Coffee & Tea, Restaurants","Charlotte",True,"35","-81","McDonald's","28208","12","2","NC"
NULL,"vUkeI6IpJ7VKS-_mVv1UiQ","Automotive, Auto Repair, Oil Change Stations","Charlotte",True,"35","-81","YourMechanic","28202","22","4","NC"
"500 S Tryon St","bgvm73MMjC2f5qo_RgXOXg","Restaurants, American (New), Modern European, Burgers, Nightlife, Tapas/Small Plates, Cocktail Bars, Diners, Bars","Charlotte",True,"35","-81","Halcyon","28202","280","4","NC"
"14318 Rivergate Pkwy, Ste 400","cl_ykWIJqQqv8j9_f5jaPA","Eyelash Service, Nail Salons, Beauty & Spas, Waxing, Hair Removal, Permanent Makeup","Charlotte",True,"35","-81","Envy Nail Spa","28273","50","3","NC"
"2400 Park Rd, Ste A","uk-bW5C9zy-YADoK-Vl0EA","Active Life, Fitness & Instruction, Gyms, Yoga, Boxing, Cardio Classes","Charlotte",True,"35","-81","bloc","28203","4","5","NC"
"401 N Tryon St","RS1UzsLPt1pB_fwWxwWazw","Sandwiches, Salad, Restaurants, Wraps, Acai Bowls, Food","Charlotte",True,"35","-81","Crunch Bistro","28202","22","4","NC"
"1520 S Tryon St","KYWV0feKoUkYeXfEEjAElQ","Art Galleries, Arts & Entertainment, Shopping","Charlotte",True,"35","-81","Elder Gallery of Contemporary Art","28203","15","4","NC"
NULL,"NecnTe2rHNLqBvuA-Gx49g","Restaurants, Food, Japanese, Food Trucks","Charlotte",True,"35","-81","Tiger Yakitori","28202","9","4","NC"
"2550 W Arrowood Rd, Ste 102","3ZBGKraK4VUUHchzd3kHwQ","Podiatrists, Fashion, Shopping, Health & Medical, Shoe Stores, Orthotics, Doctors","Charlotte",True,"35","-81","Charlotte Foot & Ankle Specialists","28273","6","5","NC"
"9831 Spring Harvest Dr","6XrZ-AZRN53CSDZGWO6WKg","Pet Services, Pet Training, Pets","Charlotte",True,"35","-81","Top Dog Training","28227","3","5","NC"
"2301 Freedom Dr","Y1kXjWwEhQvtk6e7tXiXXg","Gay Bars, Nightlife, Bars","Charlotte",True,"35","-81","Scorpio","28208","31","3","NC"
"417 Pecan Ave","cmS3mR0pEorJx39PrSNBLw","Shopping, Comic Books, Books, Mags, Music & Video","Charlotte",True,"35","-81","Heroes Aren't Hard To Find","28204","57","5","NC"
"1308 The Plaza","2ctYe06O7A21b9QtNlXACA","Nightlife, Pubs, Bars","Charlotte",False,"35","-81","Graduate Food & Pub","28205","4","4","NC"
"3422 Statesville Ave","bZOvRyJ0wTsZWgEvWoQ_eg","Restaurants, Burgers, Fish & Chips","Charlotte",True,"35","-81","Bobs Carry Out Pileem Up","28206","8","3","NC"
"4400 Sharon Rd, Ste M24A","9LHyQdntJzCLNK-Pq-6nMQ","Men's Clothing, Sporting Goods, Yoga, Sports Wear, Fashion, Shopping, Fitness & Instruction, Women's Clothing, Active Life","Charlotte",True,"35","-81","Lululemon Athletica","28211","23","4","NC"
"1601 Elizabeth Ave","9_onoqwv9ZdItxc8OlUKAg","American (New), Restaurants, Breakfast & Brunch, Italian, Seafood","Charlotte",True,"35","-81","Customshop Handcrafted Food","28204","187","4","NC"
"1 Julian Price Pl","DKDc5S5uqo9DOtZe0Qoh4w","Television Stations, Mass Media","Charlotte",True,"35","-81","WBTV 3 News","28208","5","4","NC"
"310 N Kings Dr","45cj-VTtzkAs4Rnx-dSweg","Arts & Entertainment, Stadiums & Arenas","Charlotte",True,"35","-81","American Legion Memorial Stadium","28204","7","4","NC"
"435 S Tryon St, Ste 110","dtvsiVufTTpbN_M4Ay-ikg","Shopping, Art Galleries, Museums, Arts & Entertainment, Art Museums","Charlotte",True,"35","-81","New Gallery of Modern Art","28202","5","4","NC"
"9000 J M Keynes Dr","FTquMZwaXA0psHBshuFdBQ","Shopping, Fashion, Men's Clothing, Local Services","Charlotte",False,"35","-81","Old Navy","28262","3","4","NC"
"6721 Albemarle Rd","IJvMjGzltxcbWSJo1u7CSg","Convenience Stores, Gas Stations, Automotive, Coffee & Tea, Food","Charlotte",True,"35","-81","QuikTrip","28212","8","5","NC"
"8040 Providence Rd, Ste 100","yoC9pp8xQfW4uSiiycggKg","Shopping, Waxing, Skin Care, Cosmetics & Beauty Supply, Hair Removal, Beauty & Spas","Charlotte",True,"35","-81","European Wax Center","28277","57","4","NC"
"3201 N Sharon Amity Rd","OGG-C5USmZGLsehkZH9Vsg","Specialty Food, Ethnic Food, Imported Food, Food","Charlotte",True,"35","-81","Lucky Oriental Grocery","28205","3","4","NC"
"1617 Elizabeth Ave","sdYkVaTy7EJwUkO8Ie_qPg","Restaurants, Peruvian","Charlotte",True,"35","-81","Viva Chicken","28204","849","5","NC"
"6303 Carmel Rd, Ste 106","_-P1BlBQwA28RcOxmbPTJQ","Specialty Schools, Education, Shopping, Musical Instruments & Teachers, Art Schools","Charlotte",True,"35","-81","Musicians In Motion","28226","6","4","NC"
"4417 N Tryon St","V8V3COULC5uCrrUwV47RPw","Tires, Automotive","Charlotte",True,"35","-81","Used Tires Express","28213","9","4","NC"
"8943 S Tryon St","NMw6zTXoZDEzNchVIfL1pQ","Desserts, American (Traditional), Mexican, Food, Restaurants","Charlotte",True,"35","-81","Don Pedro Mexican Restaurant","28273","113","4","NC"
"4400 Sharon Rd","6eFz2H7EBX8eWTxZ_bBCYQ","Specialty Food, Candy Stores, Chocolatiers & Shops, Food","Charlotte",True,"35","-81","Godiva Chocolatier","28211","7","4","NC"
"5489 Josh Birmingham Pkwy","olNn7tbHBlFL6ZJYF5uSxA","Car Rental, Hotels & Travel","Charlotte",True,"35","-81","Avis","28208","48","2","NC"
"124 Brevard Ct","6CZWoa243QGhfDW9jt6TkQ","Restaurants, Food, Food Trucks, Italian, Cheesesteaks","Charlotte",True,"35","-81","Clover Joe's","28202","26","4","NC"
"7926-E Rea Rd","Q7XQDsH5yhsdhJdTyleGRw","Restaurants, American (New), Caterers, American (Traditional), Event Planning & Services, Chicken Wings","Charlotte",False,"35","-81","Boneheads","28277","69","4","NC"
NULL,"TrpIiaM09x1QpSIsuMFr-w","Automotive, Auto Detailing","Charlotte",True,"35","-81","Big Tex Mobile Detail",NULL,"3","3","NC"
"1100 Metropolitan Ave, Ste 130","WRxNzAV8AQf7rurn9L9u2A","Gluten-Free, Restaurants, Asian Fusion, Japanese","Charlotte",True,"35","-81","Teriyaki Madness","28204","39","4","NC"
"525 N Tryon St","64gtZKZL3gA_CO2zJwvSog","Airlines, Transportation, Hotels & Travel","Charlotte",False,"35","-81","US Airways","28202","172","2","NC"
"9010 Glenwater Dr, Ste 104","jQrlQnJ9pOR57iiz8soSwA","General Dentistry, Health & Medical, Cosmetic Dentists, Dentists, Endodontists","Charlotte",True,"35","-81","Stellar Dental","28262","20","5","NC"
"4245 Park Rd","sEeV71wQBgNM8ipdfHszkw","Bakeries, Restaurants, Donuts, Cupcakes, Coffee & Tea, Food","Charlotte",True,"35","-81","Suárez Bakery","28209","216","4","NC"
"274 S Sharon Amity Rd","A-UPD1aji1HP3e6uOmQGeA","Yoga, Active Life, Fitness & Instruction","Charlotte",True,"35","-81","Y2 Yoga","28211","44","5","NC"
"1421 Elizabeth Ave","sF1NG6bIpu7Ed1W6JXtmuA","Delis, Restaurants, Sandwiches, Food, Cafes, Bagels","Charlotte",False,"35","-81","City Deli & Bagel Company","28204","26","3","NC"
"1122 Summerville Rd","VnpZg4h3O5AlcMjJYErowA","Body Shops, Automotive","Charlotte",True,"35","-81","M&M Customs","28214","3","5","NC"
